q1answer,q2answer,q3answer,q4answer,q5answer,q6answer,group_id,q1confidence,q2confidence,q3confidence,q4confidence,q5confidence,q6confidence,participant_id,q1wordsTotal,q2wordsTotal,q3wordsTotal,q4wordsTotal,q5wordsTotal,q6wordsTotal,q1interventionsTotal,q2interventionsTotal,q3interventionsTotal,q4interventionsTotal,q5interventionsTotal,q6interventionsTotal,q1wordLengthMean,q2wordLengthMean,q3wordLengthMean,q4wordLengthMean,q5wordLengthMean,q6wordLengthMean
2,8,9,0,5,6,220,3,3,5,5,5,3,1445,,73,58,15,71,,,7,12,5,9,,,3.849315068,3.724137931,4.2,3.797101449,
8,3,9,1,7,0,224,5,4,5,4,3,5,1501,31,15,53,,9,,7,5,8,,3,,3.322580645,5.4,4.019230769,,3,
5,9,10,5,6,0,224,1,5,5,2,2,5,1478,12,4,6,,16,,3,3,2,,4,,3.75,3.5,4.166666667,,3.375,
5,2,2,3,5,0,224,3,4,3,4,4,5,1466,20,18,78,,19,,5,7,6,,5,,3.55,4.529411765,4.615384615,,4.526315789,
2,2,10,0,4,0,230,4,4,4,4,4,5,1571,67,,83,,98,54,13,,12,,12,12,4.5625,,4,,4.642857143,3.867924528
0,1,10,0,10,0,230,5,5,5,5,5,5,1567,86,,76,,118,60,19,,12,,16,11,4.313953488,,4.263157895,,4.301724138,4.116666667
2,10,10,10,10,0,230,3,4,4,4,4,4,1570,156,,158,,98,59,23,,16,,15,15,4.134615385,,3.815286624,,3.979591837,3.966101695
9,5,10,3,9,0,231,5,5,5,5,5,5,1578,61,,,86,97,9,14,,,12,16,8,3.433333333,,,4.523255814,4.432989691,4.888888889
9,10,9,0,8,0,231,5,5,5,5,5,5,1574,96,,,157,93,36,19,,,23,18,10,4.395833333,,,4.647435897,3.838709677,4.416666667
9,9,8,7,4,0,231,5,3,3,5,4,5,1581,108,,,213,108,29,13,,,26,12,7,4.185185185,,,4.0657277,3.898148148,4.344827586
4,5,6,3,7,7,232,3,3,4,4,3,3,1589,52,,39,,23,34,5,,10,,4,7,4.469387755,,3.722222222,,4.272727273,4.161290323
2,5,3,7,5,4,232,4,4,4,4,4,3,1593,48,,39,,37,46,8,,7,,4,6,4.4375,,3.756756757,,3.891891892,3.913043478
5,6,6,3,8,7,232,2,3,3,4,4,2,1591,37,,49,,66,51,5,,9,,8,9,3.833333333,,4.152173913,,4.169230769,4.04
9,2,10,0,5,3,233,5,5,5,5,5,5,1599,14,,16,69,66,,6,,5,13,17,,5.571428571,,4.5625,5.014492754,4.53030303,
1,7,9,0,5,0,233,3,2,4,1,3,3,1596,42,,12,72,69,,9,,3,10,16,,4.743589744,,4,4.28125,4.476190476,
9,0,8,2,5,5,233,4,4,3,3,4,4,1598,76,,45,130,62,,12,,10,14,8,,3.891891892,,3.88372093,4.488372093,4.709677419,
0,6,0,0,6,4,234,5,5,5,5,4,5,1611,,29,37,59,40,,,7,4,15,10,,,4.172413793,3.972972973,4.189655172,4.974358974,
5,1,9,0,8,2,234,3,5,4,5,4,3,1603,,44,23,56,64,,,7,4,16,18,,,4,3.454545455,4.351851852,3.822580645,
3,4,10,3,10,2,236,3,3,5,3,5,4,1624,,111,98,,59,126,,12,15,,13,16,,4.073394495,4.113402062,,4.338983051,3.904761905
5,2,0,7,1,0,238,3,5,5,4,4,5,1637,53,76,79,,,85,4,11,8,,,7,4.735849057,4.56,4.115384615,,,4.435294118
5,1,6,0,2,0,238,5,5,3,5,4,5,1629,30,34,30,,,35,7,14,9,,,9,4.8,4.84375,4.275862069,,,4.685714286
3,1,4,2,10,0,238,4,5,4,5,5,5,1640,15,32,18,,,13,3,6,4,,,1,3.357142857,4.709677419,4.166666667,,,5.833333333
6,6,6,6,10,3,239,4,4,5,4,5,4,1650,,,84,29,12,44,,,5,3,2,5,,,3.904761905,4.482758621,4.25,5.340909091
0,4,0,4,3,0,239,5,3,5,3,3,5,1642,,,22,34,18,24,,,3,5,2,5,,,4.409090909,4.647058824,4.611111111,4.583333333
1,5,3,6,10,0,239,5,5,5,3,5,4,1646,,,63,34,16,19,,,5,3,2,3,,,4.169491525,4.818181818,3.375,4.833333333
9,6,8,2,6,4,240,5,5,4,5,3,5,1655,61,55,17,97,,,8,11,5,11,,,3.777777778,3.931818182,3.692307692,4.193181818,,
3,6,8,7,6,3,240,2,4,4,3,3,3,1665,53,29,72,19,,,5,5,7,4,,,4.137254902,3.964285714,3.985915493,4.789473684,,
8,7,8,9,8,5,240,3,4,3,4,4,3,1662,106,52,35,85,,,14,9,9,15,,,4.40776699,4.5,3.857142857,4.476190476,,
4,1,10,6,10,4,241,4,5,5,5,5,4,1683,,,45,58,29,73,,,8,18,9,20,,,3.930232558,4.017241379,3.793103448,4.097222222
10,6,10,10,10,5,241,5,3,5,5,5,4,1675,,,59,116,61,101,,,15,23,17,24,,,4.24137931,4.192982456,4.114754098,3.782178218
1,1,10,0,10,5,241,3,3,5,4,5,4,1680,,,70,124,47,93,,,14,19,14,20,,,4.071428571,3.926829268,4.106382979,4.087912088
10,5,10,2,5,5,249,5,3,5,2,3,3,1772,7,31,44,,15,,4,5,10,,4,,3.428571429,4.866666667,4.113636364,,3.933333333,
5,5,10,3,5,2,249,3,4,4,3,4,4,1768,27,48,30,,17,,4,3,8,,4,,3.925925926,4.666666667,4.433333333,,4.294117647,
10,10,10,0,5,10,249,5,5,5,5,1,3,1766,16,57,28,,34,,5,4,7,,2,,4.9375,4.49122807,4.964285714,,4.617647059,
4,4,8,0,6,0,250,3,4,3,4,3,4,1779,,83,39,,58,4,,9,7,,10,2,,4.185185185,4.236842105,,5.018181818,6
5,2,9,0,5,0,250,3,5,3,5,4,5,1777,,49,21,,34,2,,6,6,,8,1,,4.346938776,3.904761905,,4.529411765,3.5
6,5,9,10,8,0,250,3,4,3,5,4,5,1774,,84,33,,67,3,,9,6,,11,2,,4.523809524,4.90625,,4.432835821,2
3,6,2,2,5,0,251,3,4,3,4,4,5,1788,,60,,51,25,45,,6,,3,4,6,,4.186440678,,4.196078431,3.72,3.755555556
5,6,7,1,6,0,251,3,3,4,5,3,5,1786,,17,,36,27,37,,6,,3,2,5,,4.823529412,,4.057142857,5,3.837837838
10,8,7,6,6,0,251,5,4,4,4,4,4,1787,,33,,20,17,24,,7,,6,7,7,,4.322580645,,4.95,4.764705882,4.166666667
6,0,7,4,4,3,252,3,5,5,5,4,5,1790,,110,74,107,83,,,19,13,14,12,,,4.127272727,4.27027027,4.457943925,4.361445783,
4,2,7,4,4,0,252,5,5,4,3,5,5,1789,,133,80,99,81,,,21,16,13,15,,,4.162790698,3.922077922,4.309278351,4.6875,
6,8,6,2,3,1,252,3,5,3,4,4,5,1775,,145,70,90,39,,,20,12,12,4,,,4.482758621,4.342857143,4.322222222,4.897435897,
6,8,5,0,5,5,253,4,5,4,5,3,3,1794,77,39,63,,56,,13,7,9,,11,,4.309859155,4.138888889,3.93220339,,3.964285714,
9,9,6,9,10,0,253,5,5,4,5,5,4,1791,72,47,24,,85,,10,9,7,,9,,4.464788732,3.711111111,4.25,,4.385542169,
4,8,6,4,6,4,253,3,4,3,3,4,4,1797,24,53,27,,108,,7,12,5,,12,,4,4.057692308,4.148148148,,4.14953271,
10,10,9,2,10,1,261,5,5,4,4,5,3,1901,74,82,,38,50,,14,7,,7,8,,4.418918919,4.49382716,,3.973684211,4.32,
7,6,5,0,6,5,261,3,4,3,5,4,3,1893,69,110,,92,82,,14,14,,12,7,,4.434782609,4.128440367,,4.195652174,4.283950617,
8,3,5,4,4,3,261,4,4,3,4,4,4,1902,19,28,,32,59,,3,3,,2,4,,3.947368421,4.821428571,,3.625,4.169491525,
5,7,8,5,5,0,262,4,4,4,4,4,4,1895,147,,,64,60,41,11,,,11,9,8,4.288732394,,,3.877192982,4.446428571,3.888888889
5,7,9,5,5,1,262,3,4,5,4,3,4,1907,51,,,73,58,45,7,,,8,7,11,4.086956522,,,4.164179104,3.851851852,3.85
6,8,9,6,7,1,262,4,4,4,3,4,4,1908,48,,,52,67,73,3,,,7,9,10,4.25,,,4.692307692,4.313432836,4
5,10,10,0,10,10,263,4,5,5,4,5,4,1906,21,,7,2,20,,3,,2,1,3,,4.6,,4.5,6,4.842105263,
1,8,9,2,6,4,263,4,4,4,4,4,4,1899,3,,1,2,11,,2,,1,1,3,,5.333333333,,5,6,3.636363636,
0,7,10,0,0,0,263,5,3,5,5,5,5,1909,8,,2,4,12,,3,,1,2,3,,4.666666667,,7,4.666666667,4.555555556,
5,0,0,0,10,0,264,3,5,4,4,3,5,1911,21,21,,,4,69,8,7,,,2,14,4.5,4.368421053,,,4,4.322580645
6,0,10,3,10,5,264,2,4,3,4,5,2,1904,70,60,,,35,96,11,8,,,3,15,4.728571429,4.254237288,,,4.571428571,4.34375
10,10,10,0,10,10,264,4,5,5,5,5,5,1914,29,19,,,5,30,9,6,,,2,7,4.071428571,4.611111111,,,2.8,5.233333333
5,8,8,0,10,2,278,4,4,4,4,5,3,2006,45,18,42,54,,,10,4,6,10,,,3.577777778,4.666666667,4.214285714,3.796296296,,
5,8,8,1,9,0,278,3,4,4,3,3,4,2007,71,55,40,63,,,9,10,6,12,,,4.169014085,4.166666667,3.925,4.098360656,,
5,8,8,0,10,5,278,5,5,5,5,5,5,2005,61,51,52,77,,,8,7,8,9,,,5.016393443,3.7,4.37254902,4.623376623,,
5,7,5,0,2,0,279,4,4,5,5,4,5,2008,119,,125,,92,101,14,,17,,12,21,4.315789474,,4.153846154,,4.372093023,4.305263158
1,8,2,8,10,3,279,4,4,5,5,5,4,2010,108,,96,,110,66,14,,15,,23,15,4.603773585,,3.864583333,,4.422018349,3.892307692
2,10,2,4,10,2,279,4,5,3,4,5,4,2009,38,,103,,105,24,7,,18,,19,8,4.578947368,,4.359223301,,4.514285714,4.772727273
5,8,9,8,7,0,280,3,4,5,4,4,5,2002,18,26,,,51,3,4,3,,,7,1,3.785714286,4.333333333,,,3.782608696,4
7,8,9,8,7,1,280,4,4,4,4,4,4,2017,73,92,,,69,60,15,12,,,18,5,4.287671233,4.25,,,4.52173913,4.65
7,10,10,0,7,0,280,5,5,5,5,5,5,2014,118,103,,,90,123,16,18,,,19,17,4.594827586,4.647058824,,,4.488888889,4.483606557
7,1,10,5,7,1,281,3,5,5,3,4,4,2034,,26,7,,41,35,,4,2,,6,7,,4.5,4.714285714,,4,4.342857143
1,6,9,0,6,0,281,3,3,4,4,3,4,2025,,25,2,,30,6,,6,2,,7,4,,4.04,5.5,,3.833333333,4.5
8,0,10,5,10,2,281,5,4,5,3,5,3,2018,,19,19,,59,44,,2,4,,16,8,,4.210526316,5.421052632,,4.389830508,4.558139535
6,9,3,7,10,0,283,3,3,3,4,4,5,2054,,100,63,,146,47,,23,11,,21,15,,4.838383838,4.587301587,,4.317241379,4.382978723
8,6,7,9,5,0,283,3,4,4,5,3,5,2045,,66,65,,22,39,,14,9,,4,9,,4.090909091,3.907692308,,4.181818182,4.717948718
10,10,10,6,1,0,283,4,5,4,3,2,4,2052,,137,84,,105,99,,17,16,,9,17,,4.518248175,4.166666667,,4.676190476,4.515151515
0,2,0,5,7,2,284,4,4,2,3,2,3,2013,,44,74,57,48,,,9,4,6,8,,,3.727272727,3.904109589,4.490909091,3.847826087,
7,3,9,3,8,5,284,3,4,4,4,4,3,2019,,38,93,130,69,,,8,13,21,18,,,4.526315789,3.892473118,4.307692308,4.455882353,
6,2,7,5,9,1,284,3,4,4,3,5,4,2011,,18,34,47,54,,,5,4,5,7,,,3.294117647,3.941176471,4.543478261,4.641509434,
9,8,9,0,9,5,285,4,4,4,4,4,3,2033,,31,20,,64,97,,10,6,,9,16,,4.451612903,4.2,,4.032258065,4.239583333
8,8,9,0,7,0,285,5,5,5,5,5,5,2040,,58,43,,59,76,,10,8,,6,11,,4.035714286,4.365853659,,4.372881356,4.302631579
0,6,9,0,9,4,285,5,4,5,5,5,4,2063,,34,29,,52,52,,8,5,,7,10,,3.96969697,4.448275862,,3.846153846,4.826923077
10,10,10,10,10,10,286,5,5,5,3,5,1,2057,51,31,,14,,39,5,8,,4,,8,3.960784314,4.533333333,,4.153846154,,3.868421053
7,3,6,5,6,0,286,3,3,3,4,2,5,2056,48,41,,26,,59,11,12,,6,,15,4.791666667,3.8,,3.36,,4.355932203
8,3,10,4,6,0,286,4,5,5,4,3,4,2030,46,51,,21,,49,11,12,,6,,7,4.02173913,4.31372549,,3.714285714,,4.102040816
0,3,10,5,8,3,287,4,5,5,5,4,4,2059,,7,29,63,,18,,3,6,8,,4,,4.5,4.384615385,3.935483871,,3.705882353
1,3,1,5,9,0,287,2,3,2,3,4,4,2066,,7,11,23,,30,,2,4,7,,5,,3.285714286,3.090909091,3.739130435,,3.433333333
5,7,8,0,4,3,288,3,4,4,5,3,4,2068,,59,69,,72,64,,8,12,,11,9,,3.86440678,4.144927536,,4.236111111,3.870967742
6,7,8,3,8,3,288,3,4,4,5,4,5,2069,,114,106,,111,61,,15,16,,19,11,,4.288288288,4.163461538,,4.651376147,4.081967213
10,5,10,0,8,1,288,5,4,5,3,5,4,2076,,86,76,,106,107,,28,25,,28,26,,4.918604651,4.644736842,,4.476190476,4.339622642
8,9,9,8,6,0,289,5,5,4,5,4,4,2037,54,,82,64,,60,8,,8,7,,14,3.807692308,,4.024691358,3.777777778,,4.071428571
8,0,8,0,10,0,289,3,4,3,5,5,4,2078,88,,161,194,,122,16,,15,21,,24,4.204545455,,4.086956522,4.242268041,,3.621848739
7,7,8,0,6,0,289,4,4,4,4,4,5,2075,40,,50,72,,43,9,,9,13,,13,4.117647059,,4.133333333,4.213114754,,4
8,1,6,3,10,0,290,4,5,3,3,4,2,2073,84,,80,,86,19,7,,8,,11,3,4.390243902,,4.641025641,,4.517647059,4.631578947
4,4,4,3,2,2,290,3,4,2,4,3,3,2079,64,,103,,89,48,13,,12,,15,11,4.140625,,4.514563107,,4.337078652,4.833333333
0,5,10,5,5,0,290,5,3,3,3,3,5,2070,43,,27,,22,43,6,,6,,5,11,4.692307692,,4,,4.368421053,4.139534884
5,0,4,5,8,0,291,3,5,3,3,4,5,2080,58,90,,,35,80,8,13,,,8,16,3.74137931,3.929411765,,,4.029411765,4.5875
5,5,6,0,7,0,291,3,3,3,4,4,5,2044,39,17,,,7,14,6,5,,,3,4,4.076923077,3.176470588,,,3.285714286,4.142857143
10,6,10,5,7,0,292,5,3,5,3,5,5,2083,73,6,3,,1,,11,2,1,,1,,4.260273973,2.833333333,2,,2,
5,2,10,1,10,8,292,3,4,5,3,5,4,2082,36,21,3,,6,,7,6,2,,3,,4.235294118,3.85,3.666666667,,2.333333333,
0,10,10,5,0,0,293,4,5,5,4,3,5,2041,,,10,7,7,13,,,2,3,3,4,,,4.3,4,3.714285714,4
9,5,10,5,10,0,293,3,3,5,3,3,5,2028,,,10,20,30,7,,,5,4,4,3,,,5.6,4.631578947,3.9,4.428571429
6,7,10,4,4,0,293,3,3,4,3,3,4,2084,,,10,5,23,8,,,4,2,5,4,,,4.1,4,4,4.571428571
1,7,10,0,5,1,294,5,5,5,5,5,4,2085,20,16,21,,,37,8,4,7,,,13,4.15,4.0625,5.476190476,,,4.972972973
0,7,10,10,10,0,294,5,4,4,5,5,4,2090,64,43,32,,,65,6,11,7,,,14,4.15625,4.302325581,4,,,4.290322581
0,5,9,5,7,0,294,5,5,4,3,4,5,2091,19,40,27,,,61,4,6,6,,,10,3.842105263,4.175,3.962962963,,,4.147540984
0,10,1,0,0,0,295,5,5,4,5,4,5,2095,49,42,28,29,,,6,9,8,6,,,4.897959184,4.365853659,3.642857143,4.344827586,,
4,2,8,0,10,0,295,3,5,4,5,5,5,2094,58,99,11,21,,,9,15,5,8,,,4.5,4.323232323,4.454545455,4.15,,
7,4,7,3,8,0,295,3,4,3,4,5,5,2103,22,66,46,40,,,6,7,7,5,,,3.909090909,4.403225806,4.636363636,4.358974359,,
7,2,8,8,10,2,296,3,4,4,5,5,4,2110,,89,41,111,,83,,10,6,11,,13,,4.179775281,3.926829268,4.342342342,,4.228915663
8,0,7,5,6,1,296,4,5,4,4,3,4,2106,,66,38,72,,62,,13,8,5,,8,,4.181818182,4.108108108,4.333333333,,4.225806452
0,5,8,0,9,5,296,4,3,4,4,4,3,2102,,108,42,33,,70,,12,5,4,,7,,3.666666667,4.12195122,4.8125,,4.028985507
5,0,9,0,9,0,297,3,4,5,4,5,4,2117,27,19,,,1,14,2,2,,,1,1,5.296296296,4.631578947,,,7,4.5
10,9,4,10,8,0,297,5,5,1,5,5,5,2118,51,48,,,9,5,3,9,,,3,2,4.862745098,4.354166667,,,3.444444444,4.8
9,7,8,8,8,1,297,5,3,4,4,4,5,2112,36,51,,,5,10,4,9,,,2,4,5.818181818,4.260869565,,,5,4.8
10,7,10,10,10,9,300,5,3,5,5,5,4,2132,89,101,70,,84,,17,21,19,,13,,4.348314607,4.485148515,3.463768116,,4.55952381,
9,2,8,10,8,5,300,5,5,4,5,3,3,2130,128,203,79,,134,,18,26,16,,20,,4.37007874,4.63546798,4.25974026,,5.089552239,
2,2,8,8,3,1,300,4,4,4,3,3,5,2134,36,43,32,,75,,7,7,7,,7,,4.714285714,3.744186047,3.9375,,3.88,
6,1,10,0,10,0,301,4,5,5,5,5,5,2136,68,64,,63,,42,12,11,,9,,11,4.279411765,4.161290323,,4.857142857,,4.547619048
3,5,3,0,8,0,301,4,5,5,4,4,5,2138,36,28,,18,,30,4,6,,2,,5,4.171428571,4.185185185,,4.411764706,,3.866666667
7,9,10,0,8,0,301,3,4,5,4,4,5,2141,71,73,,91,,57,9,10,,9,,12,4.309859155,4.123287671,,4.322222222,,4.421052632
10,6,7,7,6,0,302,5,3,3,3,2,4,2146,27,44,14,,39,,5,6,3,,4,,4.076923077,4.214285714,4,,4.051282051,
9,7,6,0,8,0,302,4,3,4,2,5,5,2144,7,28,21,,35,,3,6,3,,7,,3.285714286,3.888888889,4.444444444,,4.606060606,
8,8,5,0,5,10,302,5,5,2,5,2,5,2147,55,77,16,,70,,7,10,4,,6,,4.698113208,4.25974026,5.428571429,,4.362318841,
3,4,10,9,5,1,304,3,3,5,5,3,2,2155,127,71,,84,,42,10,14,,11,,8,4.48,4.478873239,,4.69047619,,5.30952381
0,10,10,0,0,0,304,1,5,5,1,1,1,2158,86,120,,70,,22,7,13,,12,,5,4.779069767,4.058333333,,4.171428571,,4.272727273
5,0,1,0,1,0,305,3,5,5,5,4,5,2162,151,136,,,171,64,13,20,,,17,8,4.226666667,4.787878788,,,4.644970414,4.703125
6,0,6,6,1,0,305,4,2,3,4,3,5,2161,174,58,,,84,39,16,15,,,14,7,4.534883721,4.410714286,,,4.086419753,3.864864865
2,0,0,5,2,0,305,3,5,5,5,4,5,2164,91,119,,,49,65,7,12,,,9,6,4.579545455,4.542372881,,,4.829787234,4.707692308
5,5,0,9,10,0,319,3,3,5,4,5,5,2366,,123,122,43,,10,,15,17,9,,3,,4.245901639,4.221311475,4.093023256,,5
10,10,7,7,10,9,319,5,5,3,3,5,4,2372,,96,56,27,,43,,14,8,6,,9,,4.210526316,4.4,4.269230769,,4.804878049
9,3,3,5,8,7,319,4,4,2,3,4,3,2362,,86,153,75,,51,,8,12,5,,6,,4.744186047,4.098039216,4.4,,4.803921569
5,8,8,1,8,4,320,3,5,4,5,4,3,2382,,43,,20,13,48,,10,,6,4,12,,3.744186047,,3.75,3.833333333,4.191489362
6,7,2,3,8,0,320,3,4,2,2,5,5,2392,,33,,15,9,31,,6,,3,3,4,,4.212121212,,3.266666667,3.666666667,4.451612903
7,7,6,4,5,0,320,3,3,3,3,3,5,2385,,74,,48,25,39,,7,,8,4,7,,3.726027397,,3.666666667,4.28,4.846153846
7,0,0,0,9,0,321,2,4,4,4,4,5,2394,,,41,44,17,39,,,5,5,4,5,,,4.756097561,4.227272727,4.235294118,4.179487179
10,0,10,0,10,0,321,5,5,5,5,5,5,2388,,,4,25,3,4,,,2,5,3,2,,,4.5,3.583333333,2,1.666666667
0,8,10,0,10,0,321,5,5,5,5,4,5,2396,,,40,53,8,23,,,8,8,5,5,,,3.75,3.830188679,4.125,3.913043478
1,3,3,6,3,0,322,4,3,3,3,2,4,2400,146,,48,120,,64,15,,7,14,,9,4.634482759,,4.333333333,4.433333333,,4.40625
8,8,10,0,5,0,322,5,5,5,5,3,5,2381,108,,90,60,,13,12,,8,14,,5,4.619047619,,4.1,4.456140351,,4.25
1,8,10,10,9,2,322,4,4,5,5,3,4,2389,92,,37,84,,65,11,,7,11,,10,4.304347826,,4.351351351,4.107142857,,4.353846154
9,8,8,10,10,2,323,4,5,3,5,5,4,2401,24,29,,11,,24,7,7,,4,,7,4.130434783,3.965517241,,3.363636364,,3.666666667
3,8,8,9,8,1,323,4,4,3,4,3,5,2387,21,31,,28,,21,6,7,,6,,5,3,3.580645161,,3.821428571,,3.571428571
4,9,6,10,9,2,323,4,5,3,5,5,4,2312,33,17,,34,,12,7,5,,4,,5,4.03030303,3.764705882,,4.5,,4
5,5,5,10,8,0,325,3,3,3,5,3,4,2390,128,,,94,169,92,11,,,12,18,12,4.417322835,,,4.483870968,4.538461538,4.065934066
8,0,10,0,10,0,325,4,5,5,5,5,5,2380,83,,,125,66,77,17,,,17,17,23,4.265060241,,,4.629032258,4.378787879,3.818181818
5,6,9,3,6,2,327,3,3,4,3,3,4,2383,42,30,,14,,32,5,6,,5,,9,3.761904762,4.566666667,,4,,4.875
2,7,2,6,5,0,327,4,3,3,2,3,4,2406,6,16,,19,,17,2,5,,3,,4,2.666666667,4.4375,,4.368421053,,4.5
2,8,8,4,6,6,327,4,5,3,4,3,3,2407,32,31,,19,,6,7,6,,4,,2,4.129032258,3.857142857,,4.210526316,,3.2
10,10,10,0,0,0,331,5,5,5,5,5,5,2428,,80,,41,70,36,,9,,5,8,5,,4.55,,5.048780488,4.971428571,4.777777778
0,4,0,2,7,0,331,5,5,5,4,5,5,2440,,141,,57,90,62,,10,,6,10,6,,4.572519084,,4.307692308,4.625,3.563636364
8,5,10,0,4,0,331,4,4,4,4,3,5,2430,,51,,33,9,7,,8,,6,3,4,,4.666666667,,4.333333333,2.888888889,4.428571429
2,0,10,0,10,0,332,3,5,5,5,5,5,2438,112,,,74,96,43,10,,,12,19,8,4.1875,,,4.635135135,4.208333333,4.651162791
10,10,5,0,5,0,332,5,5,5,5,5,5,2439,69,,,16,53,28,8,,,4,10,8,4.074626866,,,4.1875,4.25,4
4,5,0,0,4,4,332,4,4,5,4,4,4,2427,24,,,30,32,28,2,,,5,3,5,3.75,,,4.275862069,4.483870968,3.642857143
5,10,10,0,10,5,334,3,5,4,5,3,4,2448,18,,,22,19,16,4,,,8,4,7,4.235294118,,,4.136363636,4.368421053,4.125
0,5,5,5,10,10,334,5,5,3,5,5,5,2449,20,,,68,38,14,5,,,13,8,5,3.833333333,,,4.514705882,4.648648649,4.071428571
5,5,1,3,3,0,334,4,4,2,3,3,5,2447,40,,,93,71,48,7,,,12,11,11,4.153846154,,,4.365591398,4.408450704,4.5625
10,0,4,5,3,0,335,5,5,2,3,2,5,2451,7,,,11,19,5,3,,,4,3,2,3.142857143,,,3.909090909,4.947368421,2.8
7,3,8,5,6,0,335,3,3,4,3,4,5,2450,29,,,36,97,21,4,,,5,6,4,4.75862069,,,3.971428571,4.4375,4.047619048
10,0,0,0,3,0,335,5,5,5,1,3,5,2455,23,,,13,59,20,5,,,3,9,6,4.045454545,,,4.166666667,4.122807018,3.947368421
0,0,10,0,10,2,336,5,5,5,4,5,5,2464,74,68,,,14,93,18,11,,,3,16,4.507462687,4.409836066,,,4.416666667,4.639534884
10,0,10,10,10,5,336,5,5,5,1,5,3,2458,47,46,,,52,108,4,7,,,8,10,4.212765957,4.613636364,,,4.632653061,4.242990654
7,1,10,8,9,0,336,4,5,5,4,4,5,2456,66,58,,,29,114,12,13,,,9,23,3.954545455,4.655172414,,,4.785714286,4.385964912
5,7,6,4,7,7,337,3,4,4,4,3,3,2466,21,25,,39,,67,3,3,,6,,6,5.523809524,3.56,,4.846153846,,4.179104478
9,7,9,6,7,5,337,5,5,4,3,4,3,2468,55,35,,114,,107,5,8,,18,,15,4,3.771428571,,4.327433628,,4.386792453
2,5,9,1,9,0,338,4,4,4,5,5,5,2474,20,20,,,46,14,4,3,,,6,7,3.736842105,3.6,,,3.760869565,4.214285714
2,3,3,8,10,0,338,4,5,2,3,5,5,2473,17,47,,,65,21,2,4,,,7,4,4,4.195652174,,,5.015873016,3.6
6,8,6,5,10,0,340,3,5,3,5,5,5,2476,41,,51,14,,28,3,,4,2,,4,4.390243902,,4.470588235,4.071428571,,4.071428571
8,5,8,0,8,8,340,4,3,4,4,4,3,2459,17,,72,7,,55,4,,8,2,,6,5.647058824,,4.319444444,4.857142857,,4.454545455
6,0,8,0,4,5,340,4,5,3,5,3,3,2452,54,,29,16,,44,5,,5,3,,5,4.153846154,,5.178571429,3.733333333,,5.162790698
0,7,0,10,10,0,346,5,5,5,5,5,5,2505,,34,153,142,64,,,3,17,13,7,,,3.911764706,4.666666667,4.687943262,4.796875,
6,7,6,8,5,0,346,3,4,3,3,2,5,2509,,27,41,27,51,,,3,5,4,6,,,4.074074074,4.780487805,4.730769231,3.78,
1,8,0,3,4,2,347,5,4,5,5,4,4,2518,145,,,63,18,130,20,,,9,2,14,4.75,,,4.290322581,5.666666667,4.5390625
1,3,5,1,4,1,347,4,4,3,4,3,4,2516,16,,,59,48,68,5,,,11,6,11,5.1875,,,4.824561404,4.29787234,4.590909091
9,5,8,0,8,1,347,4,3,4,4,4,4,2521,138,,,107,131,180,16,,,19,19,26,4.284671533,,,4.528846154,4.410852713,4.530726257
10,0,10,0,6,0,350,4,4,4,5,3,5,2555,67,,51,44,,13,15,,11,8,,5,4.641791045,,4.745098039,4.568181818,,5.083333333
6,6,10,0,4,0,350,4,4,5,5,4,5,2548,92,,52,57,,56,23,,13,11,,13,4.336956522,,4.153846154,4.192982456,,4.472727273
10,10,10,0,5,0,350,5,5,5,5,3,5,2551,63,,47,58,,44,16,,8,6,,10,4.612903226,,4.680851064,4.672413793,,3.954545455
0,9,8,9,0,0,357,4,4,3,4,4,4,2601,,30,,32,32,41,,4,,6,10,7,,4.233333333,,3.625,4.633333333,4.3
5,3,5,10,5,0,357,3,3,3,5,3,5,2579,,37,,93,58,60,,3,,12,9,8,,4.228571429,,4.444444444,4.379310345,4.568965517
10,10,10,0,10,0,357,5,5,5,5,5,5,2581,,73,,147,153,143,,2,,11,14,7,,4.166666667,,4.397260274,4.625,4.545454545
8,4,8,7,7,1,365,4,4,4,4,4,4,2653,,,75,48,69,93,,,15,14,13,27,,,4.148648649,4.369565217,4.147058824,4.43956044
5,5,8,0,10,0,365,2,3,4,4,4,4,2645,,,52,53,54,76,,,13,12,18,19,,,4.3,4.075471698,4.811320755,4.783783784
5,0,2,1,8,0,365,3,5,4,4,4,5,2649,,,86,50,88,94,,,22,12,21,24,,,4.069767442,4.346938776,3.894117647,4.795698925
4,7,10,0,7,1,366,4,4,5,5,3,4,2644,62,,,85,73,61,11,,,10,10,10,4.393442623,,,4.635294118,4.479452055,4.852459016
5,0,4,8,6,0,366,3,5,3,4,3,5,2648,108,,,170,125,75,30,,,39,38,23,4.103773585,,,4.241176471,4.336,4.133333333
4,5,8,5,5,0,366,5,5,5,5,5,5,2651,112,,,112,93,112,22,,,21,17,23,4.03960396,,,4.592592593,4.215909091,4.163461538
6,1,7,4,5,2,367,3,4,3,3,2,3,2654,,,157,197,188,174,,,24,37,27,41,,,3.843137255,4.371134021,4.423913043,4.51744186
2,2,8,4,10,1,367,3,5,5,3,5,3,2652,,,85,60,66,95,,,11,15,10,21,,,4.05952381,4.457627119,4.121212121,3.744680851
